"","unique.cellid","CGP.cellid","CCLE.cellid","GSK.cellid","NCI60.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","NCI60.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Ben_Neel.tissueid","COSMIC.tissueid","unique.tissueid","CTRPv2.tissueid","gCSI.tissueid"
"1225","SNU-308","","SNU-308","","","","","","","SNU-308","","","SNU308",NA,"","biliary_tract","","","","","","","biliary_tract","","","biliary_tract","biliary_tract","biliary_tract",NA
"1226","SNU-324","","SNU-324","","","","","","","SNU-324","","",NA,NA,"","pancreas","","","","","","","pancreas","","","pancreas","pancreas",NA,NA
"1227","SNU-349","","SNU-349","","","","","","","SNU-349","","",NA,NA,"","kidney","","","","","","","kidney","","","","kidney",NA,NA
"1228","SNU-398","","SNU-398","SNU398","","","SNU-398","SNU398","SNU-398","SNU-398","SNU-398","","SNU398","SNU-398","","liver","liver","","","Liver","LIVER","Liver","liver","","","liver","liver","liver","Liver"
"1229","SNU-407","","SNU-407","","","","","","SNU-407","SNU-407","SNU-407","","SNU407",NA,"","large_intestine","","","","","","large_intestine","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"1230","SNU-410","","SNU-410","","","","","","","SNU-410","","","SNU410",NA,"","pancreas","","","","","","","pancreas","","","pancreas","pancreas","pancreas",NA
"1231","SNU-46","","SNU-46","","","","","","","","","","SNU46",NA,"","upper_aerodigestive_tract","","","","","","","","","","upper_aerodigestive_tract","upper_aerodigestive_tract","upper_aerodigestive_tract",NA
"1232","SNU-466","","SNU-466","","","","","","","SNU-466","","","SNU466",NA,"","central_nervous_system","","","","","","","central_nervous_system","","","","central_nervous_system","central_nervous_system",NA
"1233","SNU-478","","SNU-478","","","","","","","SNU-478","","","SNU478",NA,"","biliary_tract","","","","","","","pancreas","","","pancreas","pancreas","biliary_tract",NA
"1234","SNU-489","","SNU-489","","","","","","","SNU-489","","","SNU489",NA,"","central_nervous_system","","","","","","","central_nervous_system","","","","central_nervous_system","central_nervous_system",NA
"1235","SNU-503","","SNU-503","","","","","","","SNU-503","","","SNU503",NA,"","large_intestine","","","","","","","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"1236","SNU-520","","SNU-520","","","","","","","SNU-520","","",NA,NA,"","stomach","","","","","","","stomach","","","stomach","stomach",NA,NA
"1237","SNU-601","","SNU-601","","","","SNU-601","","","SNU-601","","","SNU601",NA,"","stomach","","","","Stomach","","","stomach","","","stomach","stomach","stomach",NA
"1238","SNU-61","","SNU-61","","","","","SNU61","SNU-61","SNU-61","SNU-61","","SNU61",NA,"","large_intestine","","","","","LARGE_INTESTINE","large_intestine","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"1239","SNU-620","","SNU-620","","","","SNU-620","","","SNU-620","","","SNU620",NA,"","stomach","","","","Stomach","","","stomach","","","stomach","stomach","stomach",NA
"1240","SNU-626","","SNU-626","","","","","","","SNU-626","","","SNU626",NA,"","central_nervous_system","","","","","","","central_nervous_system","","","","central_nervous_system","central_nervous_system",NA
"1241","SNU-668","","SNU-668","","","","SNU-668","","","SNU-668","","","SNU668",NA,"","stomach","","","","Stomach","","","stomach","","","stomach","stomach","stomach",NA
"1242","SNU-685","","SNU-685","","","","","","","SNU-685","","","SNU685",NA,"","endometrium","","","","","","","endometrium","","","","endometrium","endometrium",NA
"1243","SNU-719","","SNU-719","","","","SNU-719","","","SNU-719","","","SNU719",NA,"","stomach","","","","Stomach","","","stomach","","","stomach","stomach","stomach",NA
"1244","SNU-738","","SNU-738","","","","","","","SNU-738","","","SNU738",NA,"","central_nervous_system","","","","","","","central_nervous_system","","","","central_nervous_system","central_nervous_system",NA
"1245","SNU-761","","SNU-761","","","","","","","SNU-761","","","SNU761",NA,"","liver","","","","","","","liver","","","","liver","liver",NA
"1246","SNU-8","","SNU-8","","","","","","","SNU-8","","","SNU8",NA,"","ovary","","","","","","","ovary","","","","ovary","ovary",NA
"1247","SNU-81","","SNU-81","","","","","SNU81","SNU-81","SNU-81","","","SNU81",NA,"","large_intestine","","","","","LARGE_INTESTINE","large_intestine","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"1248","SNU-840","","SNU-840","","","","","SNU840","","SNU-840","","","SNU840",NA,"","ovary","","","","","OVARY","","ovary","","","","ovary","ovary",NA
"1249","SNU-869","","SNU-869","","","","","","","SNU-869","","","SNU869",NA,"","biliary_tract","","","","","","","pancreas","","","pancreas","pancreas","biliary_tract",NA
"1250","SNU-878","","SNU-878","","","","","","","SNU-878","","","SNU878",NA,"","liver","","","","","","","liver","","","","liver","liver",NA
"1251","SNU-886","","SNU-886","","","","","","","SNU-886","","","SNU886",NA,"","liver","","","","","","","liver","","","","liver","liver",NA
"1252","SNU-899","","SNU-899","","","","","","","SNU-899","","","SNU899",NA,"","upper_aerodigestive_tract","","","","","","","upper_aerodigestive_tract","","","upper_aerodigestive_tract","upper_aerodigestive_tract","upper_aerodigestive_tract",NA
"1253","SNU-C2A","","SNU-C2A","","","","","SNUC2A","","SNU-C2A","","","SNUC2A",NA,"","large_intestine","","","","","LARGE_INTESTINE","","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"1254","SNU-C4","","SNU-C4","","","","","SNUC4","","SNU-C4","","","SNUC4",NA,"","large_intestine","","","","","LARGE_INTESTINE","","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"1255","SNU-C5","","SNU-C5","","","","","SNUC5","SNU-C5","SNU-C5","SNU-C5","","SNUC5",NA,"","large_intestine","","","","","LARGE_INTESTINE","large_intestine","large_intestine","","","","large_intestine","large_intestine",NA
"1256","Sq-1","","Sq-1","","","","","SQ1","","Sq-1","","","SQ1",NA,"","lung","","","","","LUNG","","lung","","","lung","lung","lung",NA
"1257","SU-DHL-10","","SU-DHL-10","SUDHL10","","","SU-DHL-10","","SU-DHL-10","SU-DHL-10","SU-DHL-10","","SUDHL10","SU-DHL-10","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Pleura","","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lung"
"1258","SU-DHL-4","","SU-DHL-4","","","","SU-DHL-4","SUDHL4","SU-DHL-4","SU-DHL-4","SU-DHL-4","","SUDHL4","SU-DHL-4","","haematopoietic_and_lymphoid_tissue","","","","Lymph Node","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"1259","SU-DHL-5","","SU-DHL-5","SUDHL5","","","SU-DHL-5","SUDHL5","SU-DHL-5","SU-DHL-5","SU-DHL-5","",NA,NA,"","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"1260","SU-DHL-6","","SU-DHL-6","SUDHL6","","","SU-DHL-6","","SU-DHL-6","SU-DHL-6","SU-DHL-6","","SUDHL6","SU-DHL-6","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"1261","SU-DHL-8","","SU-DHL-8","","","","SU-DHL-8","","SU-DHL-8","SU-DHL-8","SU-DHL-8","","SUDHL8","SU-DHL-8","","haematopoietic_and_lymphoid_tissue","","","","Lymph Node","","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"1262","SU.86.86","","SU.86.86","","","","SU.86.86","","SU8686","SU.86.86","SU8686","","SU8686","SU.86.86","","pancreas","","","","Pancreas","","pancreas","pancreas","","","","pancreas","pancreas","Pancreas"
"1263","SUIT-2","","SUIT-2","","","","SUIT-2","SUIT2","SUIT-2","SUIT-2","SUIT-2","","SUIT2","SUIT-2","","pancreas","","","","Pancreas","PANCREAS","Pancreas","pancreas","","","pancreas","pancreas","pancreas","Pancreas"
"1264","SUP-B15","","SUP-B15","","","","SUP-B15","","SUP-B15","SUP-B15","SUP-B15","","SUPB15",NA,"","haematopoietic_and_lymphoid_tissue","","","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1265","SUP-HD1","","SUP-HD1","","","","","","SUP-HD1","","SUP-HD1","","SUPHD1",NA,"","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1266","SUP-M2","","SUP-M2","","","","","","SUP-M2","SUP-M2","","","SUPM2",NA,"","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1267","SUP-T11","","SUP-T11","","","","","","","SUP-T11","","","SUPT11",NA,"","haematopoietic_and_lymphoid_tissue","","","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1268","SW 1271","","SW 1271","","","","","","SW1271","SW_1271","SW1271","","SW1271",NA,"","lung","","","","","","lung","lung","","","","lung","lung",NA
"1269","SW 1353","","SW 1353","SW1353","","","","","","SW_1353","","","SW1353",NA,"","bone","bone","","","","","","bone","","","","bone","bone",NA
"1270","SW480","","SW480","SW480","","","SW 480","SW480","","SW480","","",NA,"SW 480","","large_intestine","colon","","","Colon","LARGE_INTESTINE","","large_intestine","","","large_intestine","large_intestine",NA,"Colon"
"1271","SW579","","SW579","SW579","","","","","","SW579","","","SW579",NA,"","thyroid","thyroid","","","","","","upper_aerodigestive_tract","","","upper_aerodigestive_tract","upper_aerodigestive_tract","thyroid",NA
"1272","T.T","","T.T","","","","","","","T.T","","",NA,NA,"","oesophagus","","","","","","","oesophagus","","","","oesophagus",NA,NA
"1273","T3M-10","","T3M-10","","","","","T3M10","","T3M-10","","","T3M10",NA,"","lung","","","","","LUNG","","lung","","","","lung","lung",NA
"1274","T3M-4","","T3M-4","","","","","","","T3M-4","","",NA,NA,"","pancreas","","","","","","","pancreas","","","","pancreas",NA,NA
"1275","TC-32","","TC-32","","","","","","","","","",NA,NA,"","bone","","","","","","","","","","bone","bone",NA,NA
"1276","TC-71","","TC-71","","","","TC-71","","TC-71","TC-71","TC-71","","TC71","TC-71","","bone","","","","Bone","","bone","bone","","","bone","bone","bone","Bone"
"1277","TCC-PAN2","","TCC-PAN2","","","","TCC-PAN2","","","TCC-PAN2","","","TCCPAN2",NA,"","pancreas","","","","Pancreas","","","pancreas","","","","pancreas","pancreas",NA
"1278","TE 125.T","","TE 125.T","","","","","","","TE_125.T","","",NA,NA,"","soft_tissue","","","","","","","soft_tissue","","","","soft_tissue",NA,NA
"1279","TE 159.T","","TE 159.T","","","","","","","TE_159.T","","",NA,NA,"","soft_tissue","","","","","","","soft_tissue","","","","soft_tissue",NA,NA
"1280","TE 617.T","","TE 617.T","","","","","","","TE_617.T","","","TE617T",NA,"","soft_tissue","","","","","","","soft_tissue","","","","soft_tissue","soft_tissue",NA
"1281","TE-14","","TE-14","","","","","","","TE-14","","","TE14",NA,"","oesophagus","","","","","","","oesophagus","","","oesophagus","oesophagus","oesophagus",NA
"1282","TE-4","","TE-4","","","","","","TE-4","TE-4","TE-4","","TE4",NA,"","oesophagus","","","","","","Esophagus","oesophagus","","","oesophagus","oesophagus","oesophagus",NA
"1283","TEN","","TEN","","","","","","","TEN","","",NA,NA,"","endometrium","","","","","","","endometrium","","","","endometrium",NA,NA
"1284","TF-1","","TF-1","","","","","","","TF-1","","","TF1",NA,"","haematopoietic_and_lymphoid_tissue","","","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1285","TIG-3 TD","","TIG-3 TD","","","","","","","","","",NA,NA,"","lung","","","","","","","","","","","lung",NA,NA
"1286","TM-31","","TM-31","","","","","","","TM-31","","","TM31",NA,"","central_nervous_system","","","","","","","central_nervous_system","","","","central_nervous_system","central_nervous_system",NA
"1287","TO 175.T","","TO 175.T","TO175T","","","","","","TO_175.T","","",NA,NA,"","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue",NA,NA
"1288","Toledo","","Toledo","TOLEDO","","","Toledo","","","Toledo","","","TOLEDO",NA,"","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1289","TOV-112D","","TOV-112D","","","","TOV-112D","","TOV-112D","TOV-112D","TOV-112D","","TOV112D","TOV-112D","","ovary","","","","Ovary","","Ovary","ovary","","","ovary","ovary","ovary","Ovary"
"1290","TOV-21G","","TOV-21G","","","","","","TOV-21G","TOV-21G","TOV-21G","","TOV21G","TOV-21G","","ovary","","","","","","Ovary","ovary","","","ovary","ovary","ovary","Ovary"
"1291","TT2609-C02","","TT2609-C02","","","","","","TT2609-C02","TT2609-C02","TT2609-C02","","TT2609C02",NA,"","thyroid","","","","","","Thyroid","thyroid","","","thyroid","thyroid","thyroid",NA
"1292","TUHR10TKB","","TUHR10TKB","","","","","","","TUHR10TKB","","","TUHR10TKB",NA,"","kidney","","","","","","","kidney","","","","kidney","kidney",NA
"1293","TUHR14TKB","","TUHR14TKB","","","","","","","TUHR14TKB","","","TUHR14TKB",NA,"","kidney","","","","","","","kidney","","","","kidney","kidney",NA
"1294","TUHR4TKB","","TUHR4TKB","","","","","","","TUHR4TKB","","","TUHR4TKB",NA,"","kidney","","","","","","","kidney","","","","kidney","kidney",NA
"1295","U-138 MG","","U-138 MG","U138MG","","","","","","","","",NA,NA,"","central_nervous_system","cns","","","","","","","","","","central_nervous_system",NA,NA
"1296","U-178","","U-178","","","","","","","","","",NA,NA,"","central_nervous_system","","","","","","","","","","","central_nervous_system",NA,NA
"1297","U-937","","U-937","","","","U-937","U937","","U-937","","","U937","U-937","","haematopoietic_and_lymphoid_tissue","","","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood"
"1298","U-BLC1","","U-BLC1","","","","","","","U-BLC1","","","UBLC1",NA,"","urinary_tract","","","","","","","urinary_tract","","","urinary_tract","urinary_tract","urinary_tract",NA
"1299","U343","","U343","","","","","","","","","",NA,NA,"","central_nervous_system","","","","","","","","","","","central_nervous_system",NA,NA
"1300","UM-UC-1","","UM-UC-1","","","","UM-UC-1","","","UM-UC-1","","","UMUC1",NA,"","urinary_tract","","","","Urinary Bladder","","","urinary_tract","","","urinary_tract","urinary_tract","urinary_tract",NA
"1301","UMRC2","","UMRC2","","","","","","","","","",NA,NA,"","kidney","","","","","","","","","","kidney","kidney",NA,NA
"1302","UMRC6","","UMRC6","","","","","","","","","",NA,NA,"","kidney","","","","","","","","","","kidney","kidney",NA,NA
"1303","UOK101","","UOK101","","","","","","","","","",NA,NA,"","kidney","","","","","","","","","","kidney","kidney",NA,NA
"1304","UT-7","","UT-7","","","","","","","","","",NA,NA,"","haematopoietic_and_lymphoid_tissue","","","","","","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"1305","VCaP","","VCaP","","","","","","VCaP","VCaP","VCaP","","VCAP",NA,"","prostate","","","","","","Prostate","prostate","","","prostate","prostate","prostate",NA
"1306","VMRC-LCD","","VMRC-LCD","","","","VMRC-LCD","VMRCLCD","VMRC-LCD","","VMRC-LCD","","VMRCLCD","VMRC-LCD","","lung","","","","Lung","LUNG","Lung:NSCLC","","","","lung","lung","lung","Lung"
"1307","VMRC-LCP","","VMRC-LCP","","","","","","","","","",NA,NA,"","lung","","","","","","","","","","lung","lung",NA,NA
"1308","VMRC-RCW","","VMRC-RCW","","","","","VMRCRCW","","VMRC-RCW","VMRC-RCW","","VMRCRCW","VMRC-RCW","","kidney","","","","","KIDNEY","","kidney","","","kidney","kidney","kidney","Kidney"
"1309","WM-266-4","","WM-266-4","","","","WM-266-4","","WM-266-4","WM-266-4","","","WM2664","WM-266-4","","skin","","","","Skin","","Skin","skin","","","skin","skin","skin","Skin"
"1310","WM-793","","WM-793","","","","","","WM793B","WM-793","","","WM793",NA,"","skin","","","","","","Skin","skin","","","skin","skin","skin",NA
"1311","WM-88","","WM-88","","","","","","","WM-88","","","WM88",NA,"","skin","","","","","","","skin","","","skin","skin","skin",NA
"1312","WM-983B","","WM-983B","","","","","","","WM983B","","","WM983B",NA,"","skin","","","","","","","skin","","","skin","skin","skin",NA
"1313","WM1799","","WM1799","","","","","","","WM1799","","","WM1799",NA,"","skin","","","","","","","skin","","","","skin","skin",NA
"1314","WSU-DLCL2","","WSU-DLCL2","","","","WSU-DLCL2","WSUDLCL2","WSU-DLCL2","WSU-DLCL2","WSU-DLCL2","","WSUDLCL2",NA,"","haematopoietic_and_lymphoid_tissue","","","","Lymph Node","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"1315","YD-10B","","YD-10B","","","","","","","YD-10B","","","YD10B",NA,"","upper_aerodigestive_tract","","","","","","","upper_aerodigestive_tract","","","","upper_aerodigestive_tract","upper_aerodigestive_tract",NA
"1316","YD-15","","YD-15","","","","","","","YD-15","","","YD15",NA,"","salivary_gland","","","","","","","salivary_gland","","","","salivary_gland","salivary_gland",NA
"1317","YD-38","","YD-38","","","","","","","YD-38","","","YD38",NA,"","upper_aerodigestive_tract","","","","","","","upper_aerodigestive_tract","","","","upper_aerodigestive_tract","upper_aerodigestive_tract",NA
"1318","YD-8","","YD-8","","","","","","","YD-8","","","YD8",NA,"","upper_aerodigestive_tract","","","","","","","upper_aerodigestive_tract","","","","upper_aerodigestive_tract","upper_aerodigestive_tract",NA
"1319","YMB-1","","YMB-1","","","","YMB-1","","","","","",NA,NA,"","breast","","","","Breast","","","","","","","breast",NA,NA
"1320","ZR-75-1","","ZR-75-1","ZR751","","ZR751","ZR-75-1","","","ZR-75-1","","zr751","ZR751",NA,"","breast","breast","","breast","Breast","","","breast","","breast","breast","breast","breast",NA
"1321","1A2","","","1A2","","","","","","","","",NA,NA,"","","hematopoietic_and_lymphatic_system","","","","","","","","","","haematopoietic_and_lymphoid_tissue",NA,NA
"1322","A7","","","A7","","","","","","","","",NA,NA,"","","skin","","","","","","","","","","skin",NA,NA
"1323","BC-2","","","BC2","","","","","","","","",NA,NA,"","","hematopoietic_and_lymphatic_system","","","","","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
